year,songtitle,artistname,songID,artistID,timesignature,timesignature_confidence,loudness,tempo,tempo_confidence,key,key_confidence,energy,pitch,timbre_0_min,timbre_0_max,timbre_1_min,timbre_1_max,timbre_2_min,timbre_2_max,timbre_3_min,timbre_3_max,timbre_4_min,timbre_4_max,timbre_5_min,timbre_5_max,timbre_6_min,timbre_6_max,timbre_7_min,timbre_7_max,timbre_8_min,timbre_8_max,timbre_9_min,timbre_9_max,timbre_10_min,timbre_10_max,timbre_11_min,timbre_11_max,Top10
1991,Rescue Me,Madonna,SOWOHTX12A6701F9FD,ARBEOHF1187B9B044D,4,0.535,-10.564,117.912,0.525,1,0.703,0.642199958,0.002,0.215,53.303,-122.658,221.425,-173.907,117.903,-96.216,101.465,-77.435,100.022,-113.943,83.175,-95.83,73.732,-79.51,120.709,-61.50899999999999,77.45100000000002,-67.69,87.696,-74.82,49.383,-56.74800000000001,61.862,1
2001,My Baby,Lil' Romeo,SOCABLK12A58A76818,ARC41BF1187B98ECBB,4,1.0,-5.402,97.394,0.977,1,0.6970000000000001,0.707525924,0.002,7.22,57.115,-76.156,321.379,-109.808,188.092,-306.217,178.426,-83.391,145.7,-111.664,163.782,-128.6,97.738,-95.231,130.213,-69.377,48.87,-56.987,92.206,-95.516,56.056,-50.48,50.94600000000001,1
2003,Jenny From The Block,Jennifer Lopez,SOYVFEK1377A156852,AR7C6G11187B9B4C1E,4,1.0,-10.206,99.996,0.974,8,0.191,0.717748354,0.001,12.363,53.556,-90.347,253.527,-233.621,196.252,-327.56,346.971,-57.556,136.916,-124.954,170.454,-88.815,114.711,-110.751,136.584,-87.126,43.663,-66.286,122.251,-97.671,117.421,-43.584,65.439,1
2000,The Wanderer,O.A.R.,SOLUNFO12A8AE472E5,ARQTC851187B9B03AF,4,1.0,-6.74,148.028,0.418,0,0.473,0.74867272,0.003,0.003,56.68,-117.128,261.092,-149.444,274.203,-158.39,358.651,-102.306,147.21200000000005,-232.549,126.521,-79.86399999999998,92.063,-78.97,92.723,-61.81,60.908,-69.313,64.807,-78.71600000000002,68.426,-84.32700000000001,39.514,0
2009,Don't Stop Believin',Glee Cast,SOPSLDC1315CD45C2F,ARHMGTX1241B9C4D5C,4,0.946,-4.59,123.914,0.958,7,0.79,0.633645379,0.01,0.0,58.951,-20.49,197.663,-124.062,173.87599999999995,-157.509,301.203,-40.337,111.898,-87.053,53.19600000000001,-80.214,79.181,-73.23,109.284,-41.847,50.338,-63.598,56.736,-80.117,31.534,-59.602,43.854,1
1990,Here And Now,Luther Vandross,SOKGQFH1374ABE8ECF,ARVP1TO1187B9A4A7A,4,0.408,-17.473,74.939,0.153,7,0.67,0.247115644,0.004,2.439,43.113,-120.987,180.691,-92.04,178.81099999999995,-217.823,88.948,-85.93799999999997,139.08100000000002,-86.145,92.733,-76.038,64.366,-109.45,54.706,-62.731,64.37100000000001,-78.348,90.576,-55.457,59.077,-38.189,61.852,1
1993,Out to Get You,James,SOHDDOV1315CD46B79,ARJXLX11187FB41442,4,0.996,-23.068,73.104,0.369,5,0.698,0.064073735,0.002,0.0,45.149,-140.394,171.13,-161.717,70.736,-151.754,100.596,-78.138,79.808,-68.322,87.089,-59.782,53.806,-81.86399999999998,74.02199999999998,-62.675,51.02,-61.549,61.699,-69.025,35.73900000000001,-56.74,37.865,0
2004,Warm Sound,Zero 7,SOBWNLS12A8C133A4D,ARWMPYS1187B9B4510,4,0.901,-10.285,121.839,0.778,5,0.354,0.390616923,0.003,0.0,56.047,-213.573,171.13,-171.99400000000003,141.653,-201.442,83.314,-28.452,140.27100000000002,-106.498,65.199,-63.271,114.782,-87.84100000000002,87.77,-62.989,56.742,-83.618,67.16,-65.949,41.987,-52.317,66.428,0
1994,Is It a Crime,Sade,SOSGXDM13773AF8819,AR7N7MI1187FB46935,3,0.851,-9.844,105.107,0.435,5,0.28600000000000003,0.494451467,0.003,2.748,57.846,-139.66,272.632,-174.393,223.275,-195.226,134.07,-89.147,136.671,-100.259,64.42,-101.884,117.31,-72.967,89.16,-78.649,64.024,-67.645,55.099,-68.631,42.65,-58.467,68.82600000000001,0
2007,Hole in My Life,The Police,SOQPDXE1377AEC158F,ARIPLUN1187B99B9F9,4,1.0,-11.46,72.24,0.138,9,0.574,0.498001888,0.016,0.301,51.728,-174.06099999999995,165.87599999999995,-105.953,152.67600000000004,-189.606,205.808,-60.835,113.756,-115.885,147.041,-76.67699999999998,97.315,-70.286,121.671,-70.779,34.981,-50.697,48.362,-92.687,68.306,-54.182,49.08600000000001,0
1997,Monkey Boogie,Millencolin,SOCJEMD12A8AE478C0,ARWXRV91187B9AF9B9,4,0.872,-5.737,102.166,1.0,11,1.0,0.908208215,0.01,0.0,56.45399999999999,-30.943,210.816,-146.121,49.378,-110.314,315.71,-69.204,74.49600000000002,-90.644,129.47899999999998,-57.698,68.92399999999999,-62.397,84.227,-82.14200000000002,39.835,-59.24800000000001,68.125,-88.13,33.951,-51.085,49.058,0
2010,We Can Buck,Lil Scrappy,SOMRDAU13167711E99,ARWAFY51187FB5C4EF,4,1.0,-8.327,79.999,0.377,8,0.46,0.612112121,0.001,0.0,53.999,-14.791,218.189,-159.041,121.739,-219.391,219.142,-70.842,86.792,-136.833,151.554,-106.913,81.64,-73.69,69.82,-52.661,59.543,-43.825,69.312,-116.455,81.8,-44.145,55.667,0
2002,Particle Man,They Might Be Giants,SOGNYRT1373E570969,ARDW1CO1187B9AD318,4,1.0,-7.366,97.903,0.127,0,0.132,0.68327123,0.016,0.0,54.59,-133.674,242.988,-147.61,165.3,-197.556,164.195,-51.684,115.5,-104.17,224.379,-94.099,54.489,-102.45,103.284,-61.489,33.811,-42.37,60.797,-91.453,41.63,-51.486,33.099000000000004,0
1990,Cretin Hop,Ramones,SOUCNRQ137790C106C,ARMKODX11F50C4BD1B,4,0.8109999999999999,-10.361,92.597,1.0,4,0.647,0.835790927,0.03,0.0,52.553,-13.828,171.13,-123.364,87.615,-150.227,319.13,-45.784,69.845,-62.492,125.776,-67.472,35.135,-41.944,54.738,-37.639,34.115,-29.886,60.926,-85.584,40.346,-46.661,30.951,0
2001,Steps,Various artists,SOXIDPM13C6860F55A,ARAGWS81187FB3F768,4,0.995,-6.638,101.323,0.455,2,0.487,0.8713910009999999,0.005,0.0,56.044,-48.566,171.13,-70.813,163.097,-259.845,107.037,-54.605,80.359,-92.358,54.379,-74.033,51.572,-59.779,69.477,-65.633,44.855,-43.402,54.102,-46.585,61.8,-44.033,32.249,0
2000,Change (In the House of Flies),Deftones,SOAIGII1373342E183,ARXSABJ1187FB3C336,4,0.649,-13.775,136.822,0.447,8,0.135,0.49474056,0.005,8.777000000000001,46.217,-195.219,139.77200000000002,-91.246,154.52,-171.158,127.128,-104.569,83.42,-76.14699999999998,109.219,-74.628,110.497,-89.63600000000002,68.436,-72.471,66.28399999999999,-60.139,93.474,-64.891,55.288,-56.912,47.258,0
1997,Discotheque,U2,SOHXGSJ1374CA037AA,ARUJ5A41187FB3F5F1,4,0.601,-18.587,120.287,0.706,7,0.597,0.547419488,0.021,7.282,42.219,-112.664,164.528,-44.973,184.672,-86.12700000000002,71.02199999999998,-86.619,74.22,-74.367,51.073,-65.389,73.684,-52.188,73.975,-79.59100000000002,44.877,-34.034,57.532,-35.861,42.73,-69.863,45.825,1
2010,Bluebird,Sara Bareilles,SOCGGYW1315CD457CD,ARQ32IT1187FB589D3,3,0.5920000000000001,-10.957,94.091,0.46,2,0.0,0.180659373,0.005,0.014,57.308,-198.94,234.162,-110.877,136.38299999999998,-175.41400000000004,171.324,-34.605,150.533,-67.92699999999999,88.06700000000002,-107.184,49.96,-123.043,184.826,-54.631,51.496,-67.50399999999999,60.919,-66.74,67.419,-35.598,46.925,0
1992,When I Look Into Your Eyes,Firehouse,SOHWAXY137751DD5B4,ARMH10M1187FB4184F,4,0.904,-7.0779999999999985,75.048,0.329,6,0.542,0.709978326,0.004,0.031,55.274,-62.101000000000006,170.521,-241.393,64.572,-310.338,277.274,-61.557,104.768,-98.435,68.41,-77.57600000000002,64.705,-82.375,90.454,-82.741,49.735,-56.621,50.467,-125.389,38.191,-66.062,46.898,1
2005,Love,John Lennon,SOWLAMK12A8C13C8D5,AR5SB8C1187FB5C375,4,0.983,-15.308,72.867,0.52,2,0.098,0.269430522,0.001,0.165,52.738,-145.072,213.11,-173.51,65.475,-228.868,182.44,-94.337,107.103,-118.597,154.65,-128.964,30.333,-156.31799999999996,89.56200000000003,-64.683,70.203,-80.322,50.198,-95.893,53.972,-42.425,55.776,0
2005,My Boo,Usher And Alicia Keys,SOZAQPO13D3A5D4B7B,ARRLJGE13A4B40020F,4,1.0,-8.088,86.395,0.923,7,0.412,0.489008478,0.002,0.086,56.027,-67.803,263.057,-136.496,192.153,-244.127,146.609,-96.77,159.411,-103.195,134.016,-96.39,71.03,-77.35,81.074,-65.62100000000001,67.722,-59.442,87.27,-74.852,79.067,-49.949,47.89,1
2002,The Rat Traps,Voodoo Glow Skulls,SOHEAKW1311AFDCE41,ARR65F51187FB47D3D,4,0.982,-2.927,130.515,0.64,8,0.125,0.957953314,0.024,0.0,58.338,5.496,187.944,-112.341,142.469,-316.856,286.1620000000001,-60.33600000000001,76.565,-99.175,225.812,-67.318,65.252,-126.207,120.128,-58.277,45.349,-42.801,108.81,-158.024,60.039,-28.42,37.812,0
2004,Hey Ya!,OutKast,SOYMLLN13741960471,AR3MSAN1187B98F06B,4,1.0,-2.948,79.47800000000002,0.287,0,0.677,0.954452696,0.017,0.102,58.951,-59.68600000000001,183.742,-86.286,129.688,-215.519,148.954,-66.2,111.494,-119.043,176.74200000000005,-89.454,84.98,-155.37,124.403,-65.806,51.53100000000001,-65.892,81.696,-99.354,60.06,-63.927,70.626,1
2007,Lip Gloss,Lil Mama,SOAKPUR135C2EBEFBB,ARWC1XH1187FB4DF01,4,1.0,-5.746,96.033,0.51,9,0.516,0.8575104020000001,0.009000000000000001,0.0,56.485,-58.132,275.566,-104.428,224.146,-298.035,453.352,-50.521,137.033,-80.366,259.759,-129.116,74.60300000000002,-109.702,114.489,-74.92,51.396,-65.969,111.247,-170.87400000000005,63.56800000000001,-50.521,59.635,1
1998,Solal,Air,SOXRBUS139263873BA,ARZZ5ZR1187FB4D149,4,0.873,-23.949,129.856,0.424,9,0.901,0.137162079,0.003,0.0,40.651,-171.548,171.13,-158.77200000000005,143.055,-171.385,60.914,-55.229,87.29899999999998,-80.11399999999998,104.338,-75.9,85.243,-77.47399999999998,91.981,-58.625,55.024,-76.411,48.775,-42.691,33.813,-31.822,62.309,0
2001,I'm Real,Jennifer Lopez,SOMAIGR135C1A4E47A,AR7C6G11187B9B4C1E,4,1.0,-4.096,110.792,1.0,0,0.035,0.849105295,0.003,0.117,59.699,-8.1,280.92400000000004,-198.78,152.025,-200.422,182.17,-55.83,106.713,-131.245,134.365,-82.488,81.158,-113.807,158.191,-72.865,49.411,-46.022,108.548,-80.84,64.98,-50.43899999999999,58.885,1
2009,Kiss Me Thru The Phone,Soulja Boy Tell 'em,SOJXJKK13A94BB7075,ARQHTNZ13385835113,4,0.618,-15.545,77.306,0.8059999999999999,9,0.322,0.377313401,0.003,12.896,46.714,-67.456,243.805,-151.488,246.639,-148.489,284.208,-64.946,150.368,-167.933,119.596,-86.926,82.56200000000003,-105.138,105.076,-56.619,52.8,-57.602,73.983,-116.555,96.273,-54.83600000000001,52.776,1
2006,Don't Matter,Akon,SOJFURE13B1C8831FE,ARCGJ6U1187FB4D01F,4,1.0,-18.012999999999995,127.772,0.308,9,0.126,0.196061725,0.002,6.622000000000001,44.205,-84.199,138.855,-174.832,139.622,-197.622,190.949,-53.264,200.47,-95.158,150.401,-78.792,108.309,-71.929,62.155,-77.94,62.79600000000001,-56.273,59.719,-82.28299999999999,44.462,-46.606,52.62600000000001,1
2002,Hero,Chad Kroeger,SOQXDPK13C5A52B3DD,ARM9JIV1187B991259,3,0.287,-5.033,73.729,0.0,4,0.816,0.817614542,0.006999999999999999,26.637,57.895,-96.328,198.668,-129.434,130.412,-128.531,200.845,-94.545,76.627,-89.132,136.868,-63.495,62.319,-65.69,66.107,-72.844,37.03,-67.289,45.048,-112.904,54.518,-51.609,38.754,1
2010,Don't Stop the Party,The Black Eyed Peas,SOXCETK13756481B61,ARTDQRC1187FB4EFD4,4,1.0,-6.487,127.404,0.9,0,0.009000000000000001,0.762383044,0.008,17.76,55.603,-65.71,177.428,-150.857,145.286,-257.318,344.41,-32.588,139.637,-186.979,275.136,-87.038,93.574,-123.985,99.102,-51.915,83.223,-76.313,75.527,-85.199,74.22399999999998,-51.653,35.778,0
1997,In the Street Today,The Jam,SONSWSS13740AE263C,ARJG2ID1187B9A767E,4,1.0,-10.16,98.163,1.0,1,0.401,0.946097555,0.022,22.838,52.496,-57.091,192.082,-81.005,166.14700000000005,-73.972,88.77799999999998,-90.093,67.735,-90.776,84.954,-47.576,65.703,-55.22,80.125,-53.049,24.165,-37.503,56.615,-70.921,76.995,-36.69300000000001,25.987,0
2000,Auld Lang Syne,Kenny G,SOTBUFA12A8C133596,AR9AWNF1187B9AB0B4,4,0.584,-12.537,72.78399999999998,0.155,0,0.43,0.262854923,0.002,0.0,55.218,-176.755,201.644,-115.701,241.932,-195.569,97.006,-68.932,161.046,-98.347,105.108,-64.971,79.362,-99.248,94.029,-77.405,24.218000000000004,-64.544,55.637,-49.996,54.497,-51.045,32.723,1
2006,All for You,Various artists,SOESDIK137337C8C47,ARAGWS81187FB3F768,1,0.812,-10.508,89.758,0.065,1,0.21,0.17665364100000006,0.004,0.028,56.00899999999999,-181.242,179.759,-99.205,159.97,-214.604,170.335,-31.856,161.107,-85.57600000000002,109.714,-110.539,54.278,-84.426,77.703,-72.931,65.639,-63.222,70.163,-72.845,57.179,-41.159,83.459,0
1995,Carnival,Natalie Merchant,SODPDXJ13A18D2F64A,ARKKT0A1187B9AECC6,4,0.974,-19.479,89.583,0.861,6,0.55,0.19866149,0.005,24.931,44.575,-202.749,97.983,-133.852,91.019,-184.832,105.298,-55.75100000000001,107.327,-102.069,67.987,-79.71300000000002,61.197,-112.574,85.02600000000002,-64.756,56.912,-73.91199999999998,66.182,-80.542,35.631,-38.183,58.312,1
1998,Cruel Summer,Ace of Base,SOOXVXT1313438BBFE,AR2IKF71187FB4D0C2,4,1.0,-2.072,109.988,0.8390000000000001,11,0.588,0.8551038040000001,0.006,0.0,58.246,-101.452,214.524,-132.94899999999998,168.0,-146.21,427.411,-40.796,181.562,-138.045,142.727,-94.475,73.682,-49.565,128.043,-72.399,61.07899999999999,-56.012,62.916,-85.788,64.995,-48.078,48.247,1
1994,Now And Forever,Richard Marx,SOHLJZJ12A6D4F5E23,ARMX9KX1187B9A58E8,1,0.395,-14.084,77.998,0.409,7,0.507,0.206851308,0.003,0.08199999999999999,51.242,-104.614,191.389,-131.423,81.098,-272.603,85.397,-62.63800000000001,113.47,-69.892,87.988,-94.816,38.033,-88.62299999999998,51.922,-59.826,69.219,-48.45399999999999,64.042,-55.083,44.195,-56.032,38.196,1
1991,The Promise Of A New Day,Paula Abdul,SOALJDD12A58A79DA3,AROKXVO1187FB4D0E9,4,1.0,-8.981,119.826,0.865,1,0.797,0.8261891370000001,0.006999999999999999,0.0,53.768,-66.972,205.261,-166.88,130.606,-164.078,171.185,-58.527,101.67,-113.97,104.567,-110.045,65.155,-86.118,122.12,-61.293,46.232,-38.94300000000001,90.544,-79.718,60.555,-60.812,50.94300000000001,1
2001,Liquid Dreams,O-Town,SONOFUY136A5643AD9,ARJ37RH1187B9AEA31,3,0.541,-15.78,107.904,0.84,0,0.596,0.343409001,0.005,3.099,44.37,-187.151,177.114,-184.317,173.792,-300.745,229.922,-68.23,143.683,-95.577,158.989,-82.198,78.755,-89.44200000000002,99.53,-90.722,59.431,-55.01600000000001,70.515,-84.694,87.324,-76.24600000000002,58.37,1
1995,Roll To Me,Del Amitri,SOARNOC1315CD45C68,ARD3Y081187B9ABB07,4,0.831,-5.659,75.068,0.0,6,0.194,0.827236108,0.006999999999999999,0.0,56.278,-201.719,171.13,-170.58,131.424,-373.646,145.964,-25.321,114.185,-94.661,106.315,-86.266,72.423,-127.613,96.432,-70.59,54.963,-45.025,85.447,-89.146,37.954,-41.929,58.949,1
1990,Epic,Faith No More,SODICGU1373F1D2CE3,AR0AJG11187FB51EFC,4,1.0,-7.3679999999999986,87.18700000000003,0.914,4,0.809,0.8953854920000001,0.012,0.0,55.115,-130.6,230.373,-183.707,110.84,-239.676,143.577,-64.81,131.815,-117.699,162.767,-88.63600000000002,71.788,-64.15100000000001,146.595,-79.778,49.692,-50.03100000000001,88.352,-122.997,81.541,-49.09,74.035,1
2009,Don't Talk About This Love,Cheryl Cole,SOWWEER12A8C1438F7,ARKPBQO11E2835D174,4,1.0,-7.516,116.019,0.8190000000000001,1,0.649,0.510741581,0.001,0.0,55.249,-68.941,171.13,-120.815,99.969,-125.406,87.541,-84.514,131.22299999999998,-88.26899999999998,63.417,-99.316,52.142,-63.53,80.58,-71.771,47.41,-59.81100000000001,47.709,-58.945,44.17,-46.097,48.933,0
2004,Drinking For 11,Mad Caddies,SOHFUTB12A6D4FB433,AR6CHEQ1187B9B846F,4,0.987,-9.96,83.035,0.476,9,0.0,0.694695063,0.004,22.215,53.584,-130.934,182.887,-121.987,214.178,-229.158,147.409,-91.621,86.08200000000002,-116.878,116.482,-89.075,83.444,-95.806,92.458,-59.378,68.132,-48.51300000000001,60.225,-81.978,52.00899999999999,-60.49100000000001,42.953,0
1990,Come Back To Me,Janet Jackson,SOHHZII13770025F2F,ART4QZC1187FB51612,4,0.685,-12.651,77.852,0.647,8,0.162,0.409450325,0.006,17.592,52.44600000000001,-134.388,173.505,-124.79,123.519,-311.992,90.876,-41.108,135.085,-87.023,75.377,-76.812,76.17,-78.36399999999998,51.308,-59.749,29.722,-50.49,45.864,-50.769,29.632,-46.879,58.199,1
1994,Is This Love?,Cake,SODDORC13129A90B4D,ARQRQRA12131B4B5A8,4,1.0,-9.545,105.41,0.852,9,0.898,0.6613750970000001,0.017,0.472,54.224,-122.016,208.653,-131.879,163.18,-143.66,299.699,-30.427,124.521,-86.725,77.37,-91.657,46.459,-60.379,67.863,-64.994,62.153,-54.399,55.103,-77.89399999999998,49.495,-56.175,49.803,0
2002,I Have a Dream,King Crimson,SOYBWVF12B0B8084CF,ARX2R1M1187FB37CB7,4,1.0,-9.466,92.646,0.12,5,0.0,0.941088566,0.033,17.51,50.904,-48.451,186.835,-39.243,146.958,-92.27,275.392,-123.033,92.746,-91.704,277.444,-76.737,37.611,-39.932,48.426,-38.728,45.575,-47.619,120.015,-27.612,115.458,-25.529,23.552,0
2007,Bone Thug Soldier,Bone Thugs-n-Harmony,SOROWES12AF72A9E3E,ARUZRFN1187B98AC05,4,1.0,-5.9110000000000005,105.094,0.89,0,0.0,0.743301971,0.005,0.468,56.835,-145.52,163.52200000000005,-130.12,182.537,-135.264,238.211,-71.351,133.28799999999998,-119.034,130.53799999999998,-62.368,112.356,-102.055,104.225,-74.97800000000002,38.425,-68.562,89.56700000000002,-84.735,45.39100000000001,-63.67100000000001,36.035,0
1998,Slide,Goo Goo Dolls,SOTEOLB12A8C140EFF,AR07SOR1187FB46179,4,0.889,-4.8039999999999985,112.402,0.976,8,0.7,0.863811973,0.003,0.0,57.857,-51.052,175.644,-137.48,69.241,-144.51,304.03,-52.819,94.593,-79.544,195.418,-65.244,57.65,-94.401,68.607,-57.63,40.616,-57.428,54.048,-115.702,70.818,-60.1,38.537,1
2003,Any Time Now,O.A.R.,SOVPJBM1311AFE886E,ARQTC851187B9B03AF,4,0.959,-7.8610000000000015,123.076,0.626,9,0.428,0.378354166,0.001,0.0,54.098,-114.821,186.895,-208.072,110.947,-185.343,383.237,-73.126,133.981,-113.313,122.966,-88.73299999999998,94.223,-77.22800000000002,112.819,-75.072,55.199,-68.684,104.746,-89.117,55.214,-72.455,49.33600000000001,0
1994,All or Nothing at All,Barry Manilow,SODOTYC12A8C137A0D,ARVZDOM1187B9B49C9,4,0.957,-14.617,114.753,0.299,7,0.343,0.17103593399999995,0.003,0.227,52.75,-117.617,166.97299999999996,-100.452,200.179,-148.27,422.81,-81.458,117.569,-71.14399999999998,121.394,-75.757,75.559,-51.966,90.979,-63.666,72.346,-54.389,63.483,-104.042,26.593000000000004,-47.981,49.36,0
2009,Battlefield,Jordin Sparks,SOTXICO1373FF2F6E7,ARJQJQO1187FB4FD5A,4,1.0,-5.385,144.985,0.034,7,0.778,0.609758398,0.005,27.29,56.38399999999999,-135.735,443.267,-186.518,140.793,-182.039,162.012,-50.238,131.13,-111.254,159.986,-74.456,128.308,-152.028,89.786,-74.067,50.478,-73.459,78.533,-105.501,49.82899999999999,-50.681,56.692,1
1990,Dangerous,Roxette,SODHHOL12A6D4F94E1,ARC9Y481187B990259,4,0.917,-5.041,124.485,0.831,1,0.708,0.903303517,0.012,4.487,57.236,-19.818,190.054,-133.836,215.915,-138.774,157.834,-63.24100000000001,128.828,-112.872,251.826,-89.259,103.631,-61.028,89.12799999999999,-72.17699999999998,49.008,-57.963,95.299,-91.094,125.086,-70.389,47.394,1
2000,Piece Of my Heart,Lionel Richie,SOKOFOF12A6D4FAFDA,ARIK43K1187B9AE54C,4,0.867,-9.267,77.836,0.514,3,0.387,0.452501588,0.003,0.231,57.64,-100.783,237.593,-158.834,188.586,-286.633,117.981,-41.087,127.812,-84.815,137.799,-97.243,63.541,-102.139,87.12100000000002,-100.392,39.765,-81.432,70.60600000000002,-67.252,46.76300000000001,-56.047,63.282,0
1990,All Or Nothing,Milli Vanilli,SONQECS1366BE460F0,ARGBOWQ1187B9A0915,4,1.0,-5.896,100.739,1.0,0,0.6759999999999999,0.934983922,0.002,0.0,56.423,-107.321,278.189,-158.437,114.294,-206.094,282.608,-53.532,145.17,-111.599,137.273,-126.477,76.693,-75.44,170.896,-83.461,46.47,-68.187,81.545,-94.711,94.214,-55.088,53.26600000000001,1
2006,Made of Tears,Joe Satriani,SOQEYZY12A58A7DB8A,ARNZ70R1187B9A4824,4,0.98,-7.836,94.873,0.8440000000000001,4,0.33,0.70798755,0.001,0.716,55.69600000000001,-119.175,176.735,-128.421,116.749,-88.074,206.66,-56.675,119.547,-115.59,76.658,-92.118,74.653,-58.89100000000001,73.226,-60.575,57.275,-47.469,44.166,-53.567,38.781,-50.37,42.754,0
2007,Citizens,The Cult,SOKVPPS12A8C1345B5,ARCUL501187B9AF797,4,0.974,-3.938,123.984,0.889,7,0.217,0.901285775,0.003,0.127,59.226000000000006,-139.666,169.81900000000005,-88.24799999999998,100.601,-133.253,228.986,-60.545,71.887,-105.037,45.645,-91.75,65.237,-71.152,105.43,-48.92,33.139,-49.486,65.965,-66.40899999999999,33.475,-44.302,34.755,0
2005,Let Me Love You,Mario,SOSKDVH13C8940D726,AR9BS5O1187FB5432D,4,1.0,-6.45,125.997,0.913,7,0.112,0.8432257,0.006,0.0,57.44600000000001,-277.835,199.614,-122.232,136.076,-90.04799999999999,112.676,-32.039,136.708,-120.352,160.204,-98.412,79.632,-69.05,127.069,-59.405,55.337,-71.343,79.642,-57.364,89.39399999999998,-39.889,41.62,1
2007,Searchin',Various artists,SOCHHDH13DC5391E6F,ARAGWS81187FB3F768,4,1.0,-7.737,99.983,0.92,4,0.4320000000000001,0.850044351,0.003,0.621,54.231,-145.553,255.558,-181.958,103.632,-159.556,371.318,-47.387,132.901,-235.257,116.859,-91.141,58.89100000000001,-124.503,114.361,-74.248,39.783,-107.161,80.539,-87.90799999999999,61.647,-56.299,45.25100000000001,0
1995,Total Eclipse Of The Heart,Nicki French,SOPXDDZ13C838BE315,AR2F8G61187B9A5812,4,1.0,-9.805,136.034,0.916,7,0.59,0.7783056540000001,0.006999999999999999,0.0,54.21,-12.771,218.416,-103.892,105.07,-108.538,87.15299999999998,-52.294,88.471,-84.463,57.654,-70.84899999999998,74.596,-49.442,55.976000000000006,-59.503,29.29,-34.541,52.09,-51.591,25.495,-61.047,35.661,1
1998,This Kiss,Faith Hill,SOAIJIL12AC46861C4,ARVNGA71187FB3C107,4,0.986,-6.05,93.368,1.0,11,0.499,0.827936294,0.014,4.0680000000000005,55.919,-63.726000000000006,172.16299999999995,-113.106,109.731,-311.722,77.721,-54.899,113.879,-101.949,57.164,-84.98200000000001,63.232,-90.398,76.089,-82.035,52.528,-57.771,50.717,-71.164,133.52100000000002,-59.106,43.18,1
2004,My Immortal,Evanescence,SOZIYTV1376D51AC7F,ARVXU2X1187B9AE6D8,4,0.769,-9.79,77.391,0.447,9,0.5489999999999999,0.258183982,0.004,0.17800000000000002,56.899,-137.834,177.222,-87.23899999999998,151.826,-181.61900000000003,86.53399999999998,-39.986,125.817,-59.798,55.552,-128.873,88.01700000000002,-80.156,98.437,-71.78399999999998,64.293,-72.498,61.374,-55.608,42.033,-49.143,50.762,1
1998,Swan Dive,Ani DiFranco,SOBCCQN131343A727D,ARJ8ZVR1187FB4336E,3,0.986,-12.11,115.957,0.33,0,0.0,0.268908023,0.001,0.642,54.577,-138.25,157.47799999999995,-221.818,118.831,-273.962,234.46,-67.476,97.291,-170.359,229.001,-123.528,84.13,-104.633,131.122,-67.27199999999999,58.33,-56.683,62.085,-114.281,64.547,-62.712,49.467,0
1998,Feel So Good,Mase,SOBGXWC13732614B83,ARS2W231187B99EDEC,4,0.331,-19.15,105.198,0.528,1,0.5770000000000001,0.33575641700000003,0.006,0.662,41.53,-114.431,183.054,-128.261,230.511,-197.073,147.591,-106.637,84.75399999999998,-86.993,115.455,-100.844,70.219,-113.693,103.975,-68.415,111.282,-77.76899999999998,105.032,-63.785,64.87899999999999,-72.596,56.685,1
2008,Stethoscope,Taproot,SOMMKEL1315CD4B048,ARB9VHL1187B9AEC3F,1,0.0,-17.246,50.94300000000001,0.5379999999999999,7,0.147,0.40466577,0.004,14.242,46.228,-180.511,76.844,-204.663,107.948,-79.492,116.089,-33.394,125.474,-65.149,93.495,-65.574,56.89,-46.69,113.759,-50.627,24.047,-34.933,63.202,-80.63,15.327,-27.846,35.384,0
2006,New York Groove,Ace Frehley,SOHVPZE1373979FD26,ARVADXJ1187B99AA96,4,0.7879999999999999,-18.309,95.351,0.78,7,0.056,0.287189646,0.004,0.645,41.89100000000001,-22.886,307.2,-144.155,141.795,-169.24900000000005,165.17,-144.881,78.875,-49.995,140.662,-67.812,69.877,-97.627,101.22,-60.882,72.18,-36.362,74.75,-132.77,48.239,-50.118,48.28,0
1997,My Love Is The Shhh!,Somethin' For The People,SOCPMEA1315CD4A126,ARHYOMC1187B9A2CF9,4,1.0,-6.529,126.026,0.929,2,0.8009999999999999,0.6759037940000001,0.004,0.071,56.905,-92.06,217.636,-143.799,151.024,-195.276,170.91,-35.72,135.64,-76.62899999999998,137.629,-119.988,76.24,-91.325,135.075,-80.743,37.136,-60.551,60.164,-87.75,61.06100000000001,-64.155,48.142,1
2009,Lost Control,Crooked X,SOUYULJ12A58A7A1A1,ARVKBBY12086C158B1,4,0.933,-3.956,86.85799999999998,0.833,8,0.412,0.936405764,0.038,0.39,58.653,28.885,316.411,-96.275,268.587,-188.392,174.22400000000005,-98.72,133.88299999999998,-86.38799999999998,87.12,-87.83200000000002,70.893,-88.027,86.333,-67.426,39.672,-44.994,55.941,-118.65,29.921,-42.951,62.195,0
1993,New York State Of Mind,Oleta Adams,SOMYADS1315CD48EB1,ARQAHR31187FB3FDD0,3,0.014,-10.482,84.397,0.078,7,0.188,0.40047076,0.003,0.013,55.449,-151.299,393.647,-172.65200000000004,157.03799999999995,-156.205,143.158,-75.199,151.04399999999995,-101.366,92.916,-97.364,84.663,-94.297,77.578,-71.266,65.749,-60.795,59.615,-82.723,79.3,-67.17,44.94300000000001,0
